Source,Target,Type,Id,Label,timeset,Weight,MMNT-EdgeType
3,3. b,Undirected,337,Person-Person,,4,Person<--->Person
3,3. d,Undirected,338,Person-Person,,4,Person<--->Person
3,3. r,Undirected,339,Person-Person,,4,Person<--->Person
3,3 3,Undirected,340,Person-Person,,4,Person<--->Person
3,3arf afndy alm7mljy,Undirected,341,Person-Person,,4,Person<--->Person
3,3arf alm7majy,Undirected,342,Person-Person,,4,Person<--->Person
3,3arf alm7mljy,Undirected,343,Person-Person,,4,Person<--->Person
3,3arf  m7mljy,Undirected,344,Person-Person,,4,Person<--->Person
3,3bd al7myd  alraf3y,Undirected,345,Person-Person,,4,Person<--->Person
3,3bd allh adyb alm3rwf,Undirected,346,Person-Person,,4,Person<--->Person
3,3bd allTyf  albGdady,Undirected,347,Person-Person,,4,Person<--->Person
3,3bd almjyd alQSab,Undirected,348,Person-Person,,8,Person<--->Person
3,3bd almjyd QSab,Undirected,349,Person-Person,,4,Person<--->Person
3,3bd alQadr alKwjh,Undirected,350,Person-Person,,4,Person<--->Person
3,3bd alQadr  almbark,Undirected,351,Person-Person,,8,Person<--->Person
3,3bd alQadr bn m7md almbark al7sny aljza5ry,Undirected,352,Person-Person,,4,Person<--->Person
3,3bd alQadr  kywan,Undirected,353,Person-Person,,8,Person<--->Person
3,3bd alr7mn  alQSar,Undirected,354,Person-Person,,40,Person<--->Person
3,3bd alr7ym afndy Qlylat,Undirected,355,Person-Person,,4,Person<--->Person
3,3bd alwhab alWrk0,Undirected,356,Person-Person,,4,Person<--->Person
3,3bd mSTfA,Undirected,357,Person-Person,,4,Person<--->Person
3,3 m,Undirected,358,Person-Person,,4,Person<--->Person
3,7nyf0,Undirected,359,Person-Person,,4,Person<--->Person
3,a . 7,Undirected,360,Person-Person,,4,Person<--->Person
3,a. j,Undirected,361,Person-Person,,4,Person<--->Person
3,a7md 3byd,Undirected,362,Person-Person,,4,Person<--->Person
3,a7md  albaWa,Undirected,363,Person-Person,,12,Person<--->Person
3,a7md aljwbry,Undirected,364,Person-Person,,12,Person<--->Person
3,a7md  alSabwny,Undirected,365,Person-Person,,4,Person<--->Person
3,a7md  m7rm,Undirected,366,Person-Person,,8,Person<--->Person
3,abn alamyr m7md s3yd|m7md s3yd |m7md s3yd,Undirected,367,Person-Person,,4,Person<--->Person
3,abn tymy0,Undirected,368,Person-Person,,4,Person<--->Person
3,abrahym  Klyl  mrdm bk,Undirected,369,Person-Person,,28,Person<--->Person
3,abw alDya,Undirected,370,Person-Person,,12,Person<--->Person
3,abw als3wd mrad,Undirected,371,Person-Person,,4,Person<--->Person
3,aljnral brykwla,Undirected,372,Person-Person,,4,Person<--->Person
3,alsyd3bd alQadr almbark aljza5ry,Undirected,373,Person-Person,,4,Person<--->Person
3,alsywTy,Undirected,374,Person-Person,,4,Person<--->Person
3,alWyK3arf afndy alm7mljy,Undirected,375,Person-Person,,4,Person<--->Person
3,alWyK7sn afndy alasTwany,Undirected,376,Person-Person,,4,Person<--->Person
3,alWyKa7md afndy alm7mSany| m7md  raGb  TbaK,Undirected,377,Person-Person,,4,Person<--->Person
3,alWyK alsyd almky,Undirected,378,Person-Person,,4,Person<--->Person
3,alWyKm7md as7aQ alkWmyry,Undirected,379,Person-Person,,4,Person<--->Person
3,alWyKm7mwd afndy al3Tar,Undirected,380,Person-Person,,4,Person<--->Person
3,alWyKmSTfA afndy nja| mSTfA  nja,Undirected,381,Person-Person,,4,Person<--->Person
3,b,Undirected,382,Person-Person,,4,Person<--->Person
3,fars alnjar,Undirected,383,Person-Person,,8,Person<--->Person
3,foad  alKTyb,Undirected,384,Person-Person,,4,Person<--->Person
3,hـ r K,Undirected,385,Person-Person,,4,Person<--->Person
3,j3fr bn Wms alKlaf0,Undirected,386,Person-Person,,8,Person<--->Person
3,Kald alkaZm,Undirected,387,Person-Person,,4,Person<--->Person
3,Kwjh zadh fKr aldyn al3yntaby,Undirected,388,Person-Person,,4,Person<--->Person
3,m,Undirected,389,Person-Person,,4,Person<--->Person
3,m. m,Undirected,390,Person-Person,,4,Person<--->Person
3,m. y,Undirected,391,Person-Person,,8,Person<--->Person
3,m. z,Undirected,392,Person-Person,,4,Person<--->Person
3,m3rwf  alrSafy,Undirected,393,Person-Person,,4,Person<--->Person
3,m  7  K,Undirected,394,Person-Person,,4,Person<--->Person
3,m7md 3arf alm7mljy,Undirected,395,Person-Person,,4,Person<--->Person
3,m7md  3arf  almnyr,Undirected,396,Person-Person,,20,Person<--->Person
3,m7md  3ly  almydany,Undirected,397,Person-Person,,4,Person<--->Person
3,m7md abw als3wd mrad,Undirected,398,Person-Person,,4,Person<--->Person
3,m7md  alhaWmy,Undirected,399,Person-Person,,4,Person<--->Person
3,m7md   alQasmy  al7laQ,Undirected,400,Person-Person,,16,Person<--->Person
3,m7md  alTba3,Undirected,401,Person-Person,,8,Person<--->Person
3,m7md bn aby W7ai alDby,Undirected,402,Person-Person,,4,Person<--->Person
3,m7md bn m7md almbark,Undirected,403,Person-Person,,4,Person<--->Person
3,m7md  fryd  wjdy,Undirected,404,Person-Person,,24,Person<--->Person
3,m7md njyb al7lby,Undirected,405,Person-Person,,4,Person<--->Person
3,m7md njyb kywan,Undirected,406,Person-Person,,4,Person<--->Person
3,m7md raGb alsadat,Undirected,407,Person-Person,,4,Person<--->Person
3,m7md  raGb  TbaK,Undirected,408,Person-Person,,4,Person<--->Person
3,m7md rDa,Undirected,409,Person-Person,,4,Person<--->Person
3,m7md  s3yd  alskry,Undirected,410,Person-Person,,4,Person<--->Person
3,m7md s3yd ayas,Undirected,411,Person-Person,,8,Person<--->Person
3,m7md  s3yd  zhwr,Undirected,412,Person-Person,,4,Person<--->Person
3,m7md  SadQ  3nbr,Undirected,413,Person-Person,,4,Person<--->Person
3,m7md  slym  al7nfy,Undirected,414,Person-Person,,16,Person<--->Person
3,m7y aldyn  alKany,Undirected,415,Person-Person,,8,Person<--->Person
3,mKtar  almoyd,Undirected,416,Person-Person,,16,Person<--->Person
3,mSTfA  a7md  alQayaty,Undirected,417,Person-Person,,4,Person<--->Person
3,mSTfA  nja,Undirected,418,Person-Person,,4,Person<--->Person
3,mSTfA  SadQ  alraf3y,Undirected,419,Person-Person,,4,Person<--->Person
3,Qasm  7rz allh,Undirected,420,Person-Person,,4,Person<--->Person
3,Qasm 7rz allh alnablsy,Undirected,421,Person-Person,,4,Person<--->Person
3,r. Q,Undirected,422,Person-Person,,4,Person<--->Person
3,raGb alsadat,Undirected,423,Person-Person,,4,Person<--->Person
3,rWyd 3lywan,Undirected,424,Person-Person,,4,Person<--->Person
3,Sal7  alWryf,Undirected,425,Person-Person,,16,Person<--->Person
3,Sla7 aldyn,Undirected,426,Person-Person,,8,Person<--->Person
3,Sla7 aldyn  alz3ym,Undirected,427,Person-Person,,12,Person<--->Person
3,slym  QSab,Undirected,428,Person-Person,,4,Person<--->Person
3,slym QSab 7sn,Undirected,429,Person-Person,,4,Person<--->Person
3,S z,Undirected,430,Person-Person,,4,Person<--->Person
3,t  f,Undirected,431,Person-Person,,4,Person<--->Person
3,twfyQ  al3lmy,Undirected,432,Person-Person,,4,Person<--->Person
3,twfyQ  Qwydr,Undirected,433,Person-Person,,4,Person<--->Person
3,T y,Undirected,434,Person-Person,,4,Person<--->Person
3,wly aldyn   ykn,Undirected,435,Person-Person,,4,Person<--->Person
3,y. S,Undirected,436,Person-Person,,4,Person<--->Person
3,y7yA alQl3y,Undirected,437,Person-Person,,4,Person<--->Person
3. b,3. d,Undirected,438,Person-Person,,1,Person<--->Person
3. b,3. r,Undirected,439,Person-Person,,1,Person<--->Person
3. b,3 3,Undirected,440,Person-Person,,1,Person<--->Person
3. b,3arf afndy alm7mljy,Undirected,441,Person-Person,,1,Person<--->Person
3. b,3arf alm7majy,Undirected,442,Person-Person,,1,Person<--->Person
3. b,3arf alm7mljy,Undirected,443,Person-Person,,1,Person<--->Person
3. b,3arf  m7mljy,Undirected,444,Person-Person,,1,Person<--->Person
3. b,3bd al7myd  alraf3y,Undirected,445,Person-Person,,1,Person<--->Person
3. b,3bd allh adyb alm3rwf,Undirected,446,Person-Person,,1,Person<--->Person
3. b,3bd allTyf  albGdady,Undirected,447,Person-Person,,1,Person<--->Person
3. b,3bd almjyd alQSab,Undirected,448,Person-Person,,2,Person<--->Person
3. b,3bd almjyd QSab,Undirected,449,Person-Person,,1,Person<--->Person
3. b,3bd alQadr alKwjh,Undirected,450,Person-Person,,1,Person<--->Person
3. b,3bd alQadr  almbark,Undirected,451,Person-Person,,2,Person<--->Person
3. b,3bd alQadr bn m7md almbark al7sny aljza5ry,Undirected,452,Person-Person,,1,Person<--->Person
3. b,3bd alQadr  kywan,Undirected,453,Person-Person,,2,Person<--->Person
3. b,3bd alr7mn  alQSar,Undirected,454,Person-Person,,10,Person<--->Person
3. b,3bd alr7ym afndy Qlylat,Undirected,455,Person-Person,,1,Person<--->Person
3. b,3bd alwhab alWrk0,Undirected,456,Person-Person,,1,Person<--->Person
3. b,3bd mSTfA,Undirected,457,Person-Person,,1,Person<--->Person
3. b,3 m,Undirected,458,Person-Person,,1,Person<--->Person
3. b,7nyf0,Undirected,459,Person-Person,,1,Person<--->Person
3. b,a . 7,Undirected,460,Person-Person,,1,Person<--->Person
3. b,a. j,Undirected,461,Person-Person,,1,Person<--->Person
3. b,a7md 3byd,Undirected,462,Person-Person,,1,Person<--->Person
3. b,a7md  albaWa,Undirected,463,Person-Person,,3,Person<--->Person
3. b,a7md aljwbry,Undirected,464,Person-Person,,3,Person<--->Person
3. b,a7md  alSabwny,Undirected,465,Person-Person,,1,Person<--->Person
3. b,a7md  m7rm,Undirected,466,Person-Person,,2,Person<--->Person
3. b,abn alamyr m7md s3yd|m7md s3yd |m7md s3yd,Undirected,467,Person-Person,,1,Person<--->Person
3. b,abn tymy0,Undirected,468,Person-Person,,1,Person<--->Person
3. b,abrahym  Klyl  mrdm bk,Undirected,469,Person-Person,,7,Person<--->Person
3. b,abw alDya,Undirected,470,Person-Person,,3,Person<--->Person
3. b,abw als3wd mrad,Undirected,471,Person-Person,,1,Person<--->Person
3. b,aljnral brykwla,Undirected,472,Person-Person,,1,Person<--->Person
3. b,alsyd3bd alQadr almbark aljza5ry,Undirected,473,Person-Person,,1,Person<--->Person
3. b,alsywTy,Undirected,474,Person-Person,,1,Person<--->Person
3. b,alWyK3arf afndy alm7mljy,Undirected,475,Person-Person,,1,Person<--->Person
3. b,alWyK7sn afndy alasTwany,Undirected,476,Person-Person,,1,Person<--->Person
3. b,alWyKa7md afndy alm7mSany| m7md  raGb  TbaK,Undirected,477,Person-Person,,1,Person<--->Person
3. b,alWyK alsyd almky,Undirected,478,Person-Person,,1,Person<--->Person
3. b,alWyKm7md as7aQ alkWmyry,Undirected,479,Person-Person,,1,Person<--->Person
3. b,alWyKm7mwd afndy al3Tar,Undirected,480,Person-Person,,1,Person<--->Person
3. b,alWyKmSTfA afndy nja| mSTfA  nja,Undirected,481,Person-Person,,1,Person<--->Person
3. b,b,Undirected,482,Person-Person,,1,Person<--->Person
3. b,fars alnjar,Undirected,483,Person-Person,,2,Person<--->Person
3. b,foad  alKTyb,Undirected,484,Person-Person,,1,Person<--->Person
3. b,hـ r K,Undirected,485,Person-Person,,1,Person<--->Person
3. b,j3fr bn Wms alKlaf0,Undirected,486,Person-Person,,2,Person<--->Person
3. b,Kald alkaZm,Undirected,487,Person-Person,,1,Person<--->Person
3. b,Kwjh zadh fKr aldyn al3yntaby,Undirected,488,Person-Person,,1,Person<--->Person
3. b,m,Undirected,489,Person-Person,,1,Person<--->Person
3. b,m. m,Undirected,490,Person-Person,,1,Person<--->Person
3. b,m. y,Undirected,491,Person-Person,,2,Person<--->Person
3. b,m. z,Undirected,492,Person-Person,,1,Person<--->Person
3. b,m3rwf  alrSafy,Undirected,493,Person-Person,,1,Person<--->Person
3. b,m  7  K,Undirected,494,Person-Person,,1,Person<--->Person
3. b,m7md 3arf alm7mljy,Undirected,495,Person-Person,,1,Person<--->Person
3. b,m7md  3arf  almnyr,Undirected,496,Person-Person,,5,Person<--->Person
3. b,m7md  3ly  almydany,Undirected,497,Person-Person,,1,Person<--->Person
3. b,m7md abw als3wd mrad,Undirected,498,Person-Person,,1,Person<--->Person
3. b,m7md  alhaWmy,Undirected,499,Person-Person,,1,Person<--->Person
3. b,m7md   alQasmy  al7laQ,Undirected,500,Person-Person,,4,Person<--->Person
3. b,m7md  alTba3,Undirected,501,Person-Person,,2,Person<--->Person
3. b,m7md bn aby W7ai alDby,Undirected,502,Person-Person,,1,Person<--->Person
3. b,m7md bn m7md almbark,Undirected,503,Person-Person,,1,Person<--->Person
3. b,m7md  fryd  wjdy,Undirected,504,Person-Person,,6,Person<--->Person
3. b,m7md njyb al7lby,Undirected,505,Person-Person,,1,Person<--->Person
3. b,m7md njyb kywan,Undirected,506,Person-Person,,1,Person<--->Person
3. b,m7md raGb alsadat,Undirected,507,Person-Person,,1,Person<--->Person
3. b,m7md  raGb  TbaK,Undirected,508,Person-Person,,1,Person<--->Person
3. b,m7md rDa,Undirected,509,Person-Person,,1,Person<--->Person
3. b,m7md  s3yd  alskry,Undirected,510,Person-Person,,1,Person<--->Person
3. b,m7md s3yd ayas,Undirected,511,Person-Person,,2,Person<--->Person
3. b,m7md  s3yd  zhwr,Undirected,512,Person-Person,,1,Person<--->Person
3. b,m7md  SadQ  3nbr,Undirected,513,Person-Person,,1,Person<--->Person
3. b,m7md  slym  al7nfy,Undirected,514,Person-Person,,4,Person<--->Person
3. b,m7y aldyn  alKany,Undirected,515,Person-Person,,2,Person<--->Person
3. b,mKtar  almoyd,Undirected,516,Person-Person,,4,Person<--->Person
3. b,mSTfA  a7md  alQayaty,Undirected,517,Person-Person,,1,Person<--->Person
3. b,mSTfA  nja,Undirected,518,Person-Person,,1,Person<--->Person
3. b,mSTfA  SadQ  alraf3y,Undirected,519,Person-Person,,1,Person<--->Person
3. b,Qasm  7rz allh,Undirected,520,Person-Person,,1,Person<--->Person
3. b,Qasm 7rz allh alnablsy,Undirected,521,Person-Person,,1,Person<--->Person
3. b,r. Q,Undirected,522,Person-Person,,1,Person<--->Person
3. b,raGb alsadat,Undirected,523,Person-Person,,1,Person<--->Person
3. b,rWyd 3lywan,Undirected,524,Person-Person,,1,Person<--->Person
3. b,Sal7  alWryf,Undirected,525,Person-Person,,4,Person<--->Person
3. b,Sla7 aldyn,Undirected,526,Person-Person,,2,Person<--->Person
3. b,Sla7 aldyn  alz3ym,Undirected,527,Person-Person,,3,Person<--->Person
3. b,slym  QSab,Undirected,528,Person-Person,,1,Person<--->Person
3. b,slym QSab 7sn,Undirected,529,Person-Person,,1,Person<--->Person
3. b,S z,Undirected,530,Person-Person,,1,Person<--->Person
3. b,t  f,Undirected,531,Person-Person,,1,Person<--->Person
3. b,twfyQ  al3lmy,Undirected,532,Person-Person,,1,Person<--->Person
3. b,twfyQ  Qwydr,Undirected,533,Person-Person,,1,Person<--->Person
3. b,T y,Undirected,534,Person-Person,,1,Person<--->Person
3. b,wly aldyn   ykn,Undirected,535,Person-Person,,1,Person<--->Person
3. b,y. S,Undirected,536,Person-Person,,1,Person<--->Person
3. b,y7yA alQl3y,Undirected,537,Person-Person,,1,Person<--->Person
3. d,3. r,Undirected,538,Person-Person,,1,Person<--->Person
3. d,3 3,Undirected,539,Person-Person,,1,Person<--->Person
3. d,3arf afndy alm7mljy,Undirected,540,Person-Person,,1,Person<--->Person
3. d,3arf alm7majy,Undirected,541,Person-Person,,1,Person<--->Person
3. d,3arf alm7mljy,Undirected,542,Person-Person,,1,Person<--->Person
3. d,3arf  m7mljy,Undirected,543,Person-Person,,1,Person<--->Person
3. d,3bd al7myd  alraf3y,Undirected,544,Person-Person,,1,Person<--->Person
3. d,3bd allh adyb alm3rwf,Undirected,545,Person-Person,,1,Person<--->Person
3. d,3bd allTyf  albGdady,Undirected,546,Person-Person,,1,Person<--->Person
3. d,3bd almjyd alQSab,Undirected,547,Person-Person,,2,Person<--->Person
3. d,3bd almjyd QSab,Undirected,548,Person-Person,,1,Person<--->Person
3. d,3bd alQadr alKwjh,Undirected,549,Person-Person,,1,Person<--->Person
3. d,3bd alQadr  almbark,Undirected,550,Person-Person,,2,Person<--->Person
3. d,3bd alQadr bn m7md almbark al7sny aljza5ry,Undirected,551,Person-Person,,1,Person<--->Person
3. d,3bd alQadr  kywan,Undirected,552,Person-Person,,2,Person<--->Person
3. d,3bd alr7mn  alQSar,Undirected,553,Person-Person,,10,Person<--->Person
3. d,3bd alr7ym afndy Qlylat,Undirected,554,Person-Person,,1,Person<--->Person
3. d,3bd alwhab alWrk0,Undirected,555,Person-Person,,1,Person<--->Person
3. d,3bd mSTfA,Undirected,556,Person-Person,,1,Person<--->Person
3. d,3 m,Undirected,557,Person-Person,,1,Person<--->Person
3. d,7nyf0,Undirected,558,Person-Person,,1,Person<--->Person
3. d,a . 7,Undirected,559,Person-Person,,1,Person<--->Person
3. d,a. j,Undirected,560,Person-Person,,1,Person<--->Person
3. d,a7md 3byd,Undirected,561,Person-Person,,1,Person<--->Person
3. d,a7md  albaWa,Undirected,562,Person-Person,,3,Person<--->Person
3. d,a7md aljwbry,Undirected,563,Person-Person,,3,Person<--->Person
3. d,a7md  alSabwny,Undirected,564,Person-Person,,1,Person<--->Person
3. d,a7md  m7rm,Undirected,565,Person-Person,,2,Person<--->Person
3. d,abn alamyr m7md s3yd|m7md s3yd |m7md s3yd,Undirected,566,Person-Person,,1,Person<--->Person
3. d,abn tymy0,Undirected,567,Person-Person,,1,Person<--->Person
3. d,abrahym  Klyl  mrdm bk,Undirected,568,Person-Person,,7,Person<--->Person
3. d,abw alDya,Undirected,569,Person-Person,,3,Person<--->Person
3. d,abw als3wd mrad,Undirected,570,Person-Person,,1,Person<--->Person
3. d,aljnral brykwla,Undirected,571,Person-Person,,1,Person<--->Person
3. d,alsyd3bd alQadr almbark aljza5ry,Undirected,572,Person-Person,,1,Person<--->Person
3. d,alsywTy,Undirected,573,Person-Person,,1,Person<--->Person
3. d,alWyK3arf afndy alm7mljy,Undirected,574,Person-Person,,1,Person<--->Person
3. d,alWyK7sn afndy alasTwany,Undirected,575,Person-Person,,1,Person<--->Person
3. d,alWyKa7md afndy alm7mSany| m7md  raGb  TbaK,Undirected,576,Person-Person,,1,Person<--->Person
3. d,alWyK alsyd almky,Undirected,577,Person-Person,,1,Person<--->Person
3. d,alWyKm7md as7aQ alkWmyry,Undirected,578,Person-Person,,1,Person<--->Person
3. d,alWyKm7mwd afndy al3Tar,Undirected,579,Person-Person,,1,Person<--->Person
3. d,alWyKmSTfA afndy nja| mSTfA  nja,Undirected,580,Person-Person,,1,Person<--->Person
3. d,b,Undirected,581,Person-Person,,1,Person<--->Person
3. d,fars alnjar,Undirected,582,Person-Person,,2,Person<--->Person
3. d,foad  alKTyb,Undirected,583,Person-Person,,1,Person<--->Person
3. d,hـ r K,Undirected,584,Person-Person,,1,Person<--->Person
3. d,j3fr bn Wms alKlaf0,Undirected,585,Person-Person,,2,Person<--->Person
3. d,Kald alkaZm,Undirected,586,Person-Person,,1,Person<--->Person
3. d,Kwjh zadh fKr aldyn al3yntaby,Undirected,587,Person-Person,,1,Person<--->Person
3. d,m,Undirected,588,Person-Person,,1,Person<--->Person
3. d,m. m,Undirected,589,Person-Person,,1,Person<--->Person
3. d,m. y,Undirected,590,Person-Person,,2,Person<--->Person
3. d,m. z,Undirected,591,Person-Person,,1,Person<--->Person
3. d,m3rwf  alrSafy,Undirected,592,Person-Person,,1,Person<--->Person
3. d,m  7  K,Undirected,593,Person-Person,,1,Person<--->Person
3. d,m7md 3arf alm7mljy,Undirected,594,Person-Person,,1,Person<--->Person
3. d,m7md  3arf  almnyr,Undirected,595,Person-Person,,5,Person<--->Person
3. d,m7md  3ly  almydany,Undirected,596,Person-Person,,1,Person<--->Person
3. d,m7md abw als3wd mrad,Undirected,597,Person-Person,,1,Person<--->Person
3. d,m7md  alhaWmy,Undirected,598,Person-Person,,1,Person<--->Person
3. d,m7md   alQasmy  al7laQ,Undirected,599,Person-Person,,4,Person<--->Person
3. d,m7md  alTba3,Undirected,600,Person-Person,,2,Person<--->Person
3. d,m7md bn aby W7ai alDby,Undirected,601,Person-Person,,1,Person<--->Person
3. d,m7md bn m7md almbark,Undirected,602,Person-Person,,1,Person<--->Person
3. d,m7md  fryd  wjdy,Undirected,603,Person-Person,,6,Person<--->Person
3. d,m7md njyb al7lby,Undirected,604,Person-Person,,1,Person<--->Person
3. d,m7md njyb kywan,Undirected,605,Person-Person,,1,Person<--->Person
3. d,m7md raGb alsadat,Undirected,606,Person-Person,,1,Person<--->Person
3. d,m7md  raGb  TbaK,Undirected,607,Person-Person,,1,Person<--->Person
3. d,m7md rDa,Undirected,608,Person-Person,,1,Person<--->Person
3. d,m7md  s3yd  alskry,Undirected,609,Person-Person,,1,Person<--->Person
3. d,m7md s3yd ayas,Undirected,610,Person-Person,,2,Person<--->Person
3. d,m7md  s3yd  zhwr,Undirected,611,Person-Person,,1,Person<--->Person
3. d,m7md  SadQ  3nbr,Undirected,612,Person-Person,,1,Person<--->Person
3. d,m7md  slym  al7nfy,Undirected,613,Person-Person,,4,Person<--->Person
3. d,m7y aldyn  alKany,Undirected,614,Person-Person,,2,Person<--->Person
3. d,mKtar  almoyd,Undirected,615,Person-Person,,4,Person<--->Person
3. d,mSTfA  a7md  alQayaty,Undirected,616,Person-Person,,1,Person<--->Person
3. d,mSTfA  nja,Undirected,617,Person-Person,,1,Person<--->Person
3. d,mSTfA  SadQ  alraf3y,Undirected,618,Person-Person,,1,Person<--->Person
3. d,Qasm  7rz allh,Undirected,619,Person-Person,,1,Person<--->Person
3. d,Qasm 7rz allh alnablsy,Undirected,620,Person-Person,,1,Person<--->Person
3. d,r. Q,Undirected,621,Person-Person,,1,Person<--->Person
3. d,raGb alsadat,Undirected,622,Person-Person,,1,Person<--->Person
3. d,rWyd 3lywan,Undirected,623,Person-Person,,1,Person<--->Person
3. d,Sal7  alWryf,Undirected,624,Person-Person,,4,Person<--->Person
3. d,Sla7 aldyn,Undirected,625,Person-Person,,2,Person<--->Person
3. d,Sla7 aldyn  alz3ym,Undirected,626,Person-Person,,3,Person<--->Person
3. d,slym  QSab,Undirected,627,Person-Person,,1,Person<--->Person
3. d,slym QSab 7sn,Undirected,628,Person-Person,,1,Person<--->Person
3. d,S z,Undirected,629,Person-Person,,1,Person<--->Person
3. d,t  f,Undirected,630,Person-Person,,1,Person<--->Person
3. d,twfyQ  al3lmy,Undirected,631,Person-Person,,1,Person<--->Person
3. d,twfyQ  Qwydr,Undirected,632,Person-Person,,1,Person<--->Person
3. d,T y,Undirected,633,Person-Person,,1,Person<--->Person
3. d,wly aldyn   ykn,Undirected,634,Person-Person,,1,Person<--->Person
3. d,y. S,Undirected,635,Person-Person,,1,Person<--->Person
3. d,y7yA alQl3y,Undirected,636,Person-Person,,1,Person<--->Person
3.n,3bd allTyf Unyan,Undirected,637,Person-Person,,2,Person<--->Person
3.n,3bd alr7mn  albnaq,Undirected,638,Person-Person,,2,Person<--->Person
3.n,3manw5yl ft7 allh 3manw5yl,Undirected,639,Person-Person,,3,Person<--->Person
3.n,3raQy,Undirected,640,Person-Person,,3,Person<--->Person
3.n,3rby mtbdٍ,Undirected,641,Person-Person,,1,Person<--->Person
3.n,3W,Undirected,642,Person-Person,,1,Person<--->Person
3.n,7na anTwn jrjs,Undirected,643,Person-Person,,1,Person<--->Person
3.n,7na myKa alrsam,Undirected,644,Person-Person,,1,Person<--->Person
3.n,a7md rfyQ,Undirected,645,Person-Person,,1,Person<--->Person
3.n,abrahym  7lmy  al3mr,Undirected,646,Person-Person,,13,Person<--->Person
3.n,abrahym  mnyb  albajjy,Undirected,647,Person-Person,,13,Person<--->Person
3.n,abw alm7asn m7md 7sn,Undirected,648,Person-Person,,1,Person<--->Person
3.n,aby 7amd alGzaly,Undirected,649,Person-Person,,1,Person<--->Person
3.n,alab lwys alkrmly,Undirected,650,Person-Person,,1,Person<--->Person
3.n,alabyl nrsys Sa5Gyan,Undirected,651,Person-Person,,1,Person<--->Person
3.n,alastai aldktwr aGnaz Gwldzyhr,Undirected,652,Person-Person,,1,Person<--->Person
3.n,albr ksbrKan,Undirected,653,Person-Person,,2,Person<--->Person
3.n,aldjyly,Undirected,654,Person-Person,,1,Person<--->Person
3.n,aldktwrjak amyw,Undirected,655,Person-Person,,1,Person<--->Person
3.n,alsyd Sdr aldyn abw m7md al7sn al3amly,Undirected,656,Person-Person,,1,Person<--->Person
3.n,alWmas frnsys awGsTyn jbran,Undirected,657,Person-Person,,1,Person<--->Person
3.n,dawd ftw,Undirected,658,Person-Person,,1,Person<--->Person
3.n,foad  3bd almjyd,Undirected,659,Person-Person,,1,Person<--->Person
3.n,hb0 aldyn alWhrstany |hb0 aldyn alWhrstany,Undirected,660,Person-Person,,1,Person<--->Person
3.n,jmyl  SdQy  alzhawy,Undirected,661,Person-Person,,1,Person<--->Person
3.n,jrjy  zydan,Undirected,662,Person-Person,,1,Person<--->Person
3.n,jrjy  zydan  | jrjy  zydan,Undirected,663,Person-Person,,3,Person<--->Person
3.n,kaZm   aldjyly,Undirected,664,Person-Person,,27,Person<--->Person
3.n,l . m,Undirected,665,Person-Person,,1,Person<--->Person
3.n,m3rwf  alrSafy,Undirected,666,Person-Person,,1,Person<--->Person
3.n,m7md abn alWyK Tahr alsmawy,Undirected,667,Person-Person,,1,Person<--->Person
3.n,m7md  alhaWmy,Undirected,668,Person-Person,,5,Person<--->Person
3.n,m7md  baQr  alWbyby,Undirected,669,Person-Person,,4,Person<--->Person
3.n,m7md baQr alWyby,Undirected,670,Person-Person,,1,Person<--->Person
3.n,m7md  fa5Q  alkylany,Undirected,671,Person-Person,,1,Person<--->Person
3.n,m7md  rDa  alWbyby,Undirected,672,Person-Person,,4,Person<--->Person
3.n,m7yy aldyn  fyD allh  alkylany,Undirected,673,Person-Person,,2,Person<--->Person
3.n,mntfQy,Undirected,674,Person-Person,,1,Person<--->Person
3.n,mrj,Undirected,675,Person-Person,,2,Person<--->Person
3.n,mslm bGdady,Undirected,676,Person-Person,,1,Person<--->Person
3.n,mUl bn naSr al7ly,Undirected,677,Person-Person,,1,Person<--->Person
3.n,rzwQ  3ysA,Undirected,678,Person-Person,,16,Person<--->Person
3.n,s3yd kmal aldyn,Undirected,679,Person-Person,,1,Person<--->Person
3.n,satsna,Undirected,680,Person-Person,,1,Person<--->Person
3.n,slyman  aldKyl,Undirected,681,Person-Person,,2,Person<--->Person
3.n,slyman  aldKyl  |Sa7b jryd0 alryaD,Undirected,682,Person-Person,,10,Person<--->Person
3.n,slyman  aldKyl  | slyman  aldKyl,Undirected,683,Person-Person,,3,Person<--->Person
3.n,Wkry alfDly,Undirected,684,Person-Person,,2,Person<--->Person
3.n,y3Qwb n3m0 allh srkys,Undirected,685,Person-Person,,1,Person<--->Person
3.n,ywsf  Gnym0,Undirected,686,Person-Person,,1,Person<--->Person
3.n,ywsf  lwys  alkrmly,Undirected,687,Person-Person,,2,Person<--->Person
3. r,3 3,Undirected,688,Person-Person,,1,Person<--->Person
3. r,3arf afndy alm7mljy,Undirected,689,Person-Person,,1,Person<--->Person
3. r,3arf alm7majy,Undirected,690,Person-Person,,1,Person<--->Person
3. r,3arf alm7mljy,Undirected,691,Person-Person,,1,Person<--->Person
3. r,3arf  m7mljy,Undirected,692,Person-Person,,1,Person<--->Person
3. r,3bd al7myd  alraf3y,Undirected,693,Person-Person,,1,Person<--->Person
3. r,3bd allh adyb alm3rwf,Undirected,694,Person-Person,,1,Person<--->Person
3. r,3bd allTyf  albGdady,Undirected,695,Person-Person,,1,Person<--->Person
