Source,Target,Type,Id,Label,timeset,Weight,target.id.oclc,target.title,target.location.name
644997575,mjl0 al7Qa5Q waltlfyQ,Directed,1613,,,1,NA,مجلة الحقائق والتلفيق,NA
4770057679,mjl0 alWtaq,Directed,1614,,,1,NA,مجلة الشتاء,NA
4770057679,mjl0 alWrQ,Directed,1615,,,1,NA,مجلة الشرق,NA
4770057679,mjl0 alTby30 alfrnsy0,Directed,1616,,,1,NA,مجلة الطبيعة الفرنسية,NA
4770057679,mjl0 al3lm,Directed,1618,,,1,NA,مجلة العلم,NA
4770057679,mjl0 al3wam,Directed,1619,,,1,NA,مجلة العوام,NA
4770057679,mjl0 alQrn altas3 3Wr,Directed,1620,,,1,NA,مجلة القرن التاسع عشر,NA
472450345,mjl0 alljn0 alamyrky0 alWrQy0,Directed,1621,,,1,NA,مجلة اللجنة الأميركية الشرقية,NA
4770057679,mjl0 almba7U,Directed,1622,,,1,NA,مجلة المباحث,NA
4770057679,mjl0 almlky0,Directed,1623,,,1,NA,مجلة الملكية,NA
4770057679,mjl0 almntdA aladby,Directed,1624,,,1,NA,مجلة المنتدى الأدبي,NA
4770057679,mjl0 almwrd alSafy,Directed,1625,,,1,NA,مجلة المورد الصافي,NA
644997575,mjl0 aln s al3Sry0,Directed,1626,,,1,NA,مجلة الن س العصرية,NA
4770057679,mjl0 antrby0,Directed,1627,,,1,NA,مجلة انتربية,NA
4770057679,mjl0 jm3y0 almlaj5 al3basy0 wmkarm alaKlaQ alaslamy0,Directed,1628,,,1,NA,مجلة جمعية الملاجئ العباسية ومكارم الأخلاق الإسلامية,NA
4770057679,mjl0 3rfat,Directed,1629,,,1,NA,مجلة عرفات,NA
4770057679,mjl0 3lm alajtma3 aldwly0,Directed,1630,,,1,NA,مجلة علم الاجتماع الدولية,NA
4770057679,mjl0 mstndat altrQy,Directed,1631,,,1,NA,مجلة مستندات الترقي,NA
4770057679,mjl0 mSr walWrQ alfrnsy0,Directed,1632,,,1,NA,مجلة مصر والشرق الفرنسية,NA
4770057679,mjl0 mTal3atna fy albywt,Directed,1633,,,1,NA,مجلة مطالعاتنا في البيوت,NA
4770057679,mjmw30 abw alDya,Directed,1634,,,1,NA,مجموعة أبو الضيا,NA
4770057679,mKzn 3lwm,Directed,1635,,,1,NA,مخزن علوم,NA
4770057679,msamrat alW3b,Directed,1636,,,1,NA,مسامرات الشعب,NA
4770057679,mstndat altrQy,Directed,1637,,,1,NA,مستندات الترقي,NA
4770057679,mWrQ,Directed,1638,,,1,NA,مشرق,NA
472450345,mSb7 alWrQ,Directed,1639,,,1,NA,مصبح الشرق,NA
4770057679,mTal3at albywt,Directed,1640,,,1,NA,مطالعات البيوت,NA
4770057679,mTal3atna fy albywt,Directed,1641,,,1,NA,مطالعاتنا في البيوت,NA
4770057679,mTal3atna fy bywtna,Directed,1642,,,1,NA,مطالعاتنا في بيوتنا,NA
644997575,mQtbs,Directed,1643,,,1,NA,مقتبس,NA
4770057679,mQtTf,Directed,1644,,,1,NA,مقتطف,NA
4770057679,mlky0,Directed,1645,,,1,NA,ملكية,NA
4770057679,mwda mlkh sy,Directed,1646,,,1,NA,مودا ملكه سي,NA
472450345,njf,Directed,1647,,,1,NA,نجف,NA
472450345,nfkr,Directed,1648,,,1,NA,نفكر,NA
4770057679,nywywrk hrald,Directed,1649,,,1,NA,نيويورك هرالد,NA
4770057679,wady alnyl,Directed,1650,,,1,NA,وادي النيل,NA
472450345,wjdan,Directed,1651,,,1,NA,وجدان,NA
4770057679,wQt,Directed,1652,,,1,NA,وقت,NA
4770057679,yky aQdam,Directed,1653,,,1,NA,يكي إقدام,NA
4770057679,yky tSwyr afkar,Directed,1654,,,1,NA,يكي تصوير أفكار,NA
4770057679,yky kwh zh,Directed,1655,,,1,NA,يكي كوه زه,NA
4770057679,yky m7yT alm3arf Gzth Sy Gzth sy,Directed,1656,,,1,NA,يكي محيط المعارف غزته صي غزته سي,NA
472450345,yky mwdh,Directed,1657,,,1,NA,يكي موده,NA
472450345,yldyrm byn alnhryn,Directed,1658,,,1,NA,يلديرم بين النهرين,NA
4770057679,alQbs,Directed,1659,,,1,NA,القبس,NA
472450345,alkwUr,Directed,1660,,,1,NA,الكوثر,NA
472450345,tnwyr,Directed,1661,,,1,NA,تنوير,NA
